"","date","cl","clf","clx","cma","cmcsa","cme","cmg","cmi","cms","cnp"
"253",20070129,28.5474,23.8491,52.7842,49.0141,26.4005,97.0875,58.66,28.9822,13.3014,12.8413
"254",20070130,28.8253,24.4008,52.5483,49.3155,26.3041,95.7583,59.55,29.5458,13.2697,12.8045
"255",20070131,29.2314,24.6721,53.2804,49.6588,26.6896,95.087,59.48,30.6094,13.2618,12.7089
"256",20070201,29.1117,25.0294,54.3216,50.2282,25.8404,97.4856,59.8,31.1003,13.4206,12.8781
"257",20070202,28.9749,25.0384,54.8341,50.6719,25.9127,97.6661,59.96,31.6752,13.4206,12.8781
"258",20070205,28.8637,24.5636,54.224,50.337,25.6959,97.3254,60.44,31.7343,13.5799,13.0915
"259",20070206,28.6371,25.0972,53.98,50.9901,25.5634,97.995,60.54,31.7002,14.0259,13.2461
"260",20070207,28.6414,25.0836,53.2804,51.1659,25.5935,99.0628,61.59,31.8229,14.0179,13.0989
"261",20070208,28.6628,24.7761,53.3292,51.0152,24.9251,98.5415,62.06,31.3798,14.0657,13.2829
"262",20070209,28.6072,23.935,52.898,50.7808,24.6059,96.8244,61.82,30.7935,13.9463,13.2019
"263",20070212,28.6286,23.8808,53.1503,50.7891,24.0941,95.3046,60.68,31.2321,13.986,13.2166
"264",20070213,28.8894,24.8847,53.6057,51.2496,24.6782,96.5933,60.38,31.5639,14.0578,13.3933
"265",20070214,29.0219,24.9028,54.0206,51.6934,24.889,96.6203,59.7,32.9721,14.0339,13.5196
"266",20070215,29.039,25.0524,54.1833,51.7604,24.889,96.5697,61.3,32.6417,13.9463,13.4973
"267",20070216,29.3938,25.3289,53.8417,52.0115,25.0576,96.9576,65.15,32.9129,13.9463,13.4825
"268",20070220,29.458,25.5012,54.2484,52.8823,24.9311,97.5295,63.9,32.7055,14.0259,13.5939
"269",20070221,29.287,25.7595,53.5325,52.9074,25.1058,95.6824,63.5,33.2227,14.0259,13.5716
"270",20070222,29.2186,26.5573,53.2641,52.7149,24.7595,92.577,64.42,32.8536,14.1215,13.5345
"271",20070223,29.2228,26.7477,52.9713,52.74,24.5337,91.8432,64.31,32.9311,14.2569,13.5493
"272",20070226,29.2827,27.4185,53.0283,52.472,23.9104,90.5562,63.67,32.5369,14.5276,13.6533
"273",20070227,28.7825,25.2428,51.6454,50.7891,22.8897,86.1958,60.17,31.0058,13.9065,13.2968
"274",20070228,28.821,25.5284,51.564,50.6133,23.2329,91.0066,60.12,30.623,13.9065,13.2002
"275",20070301,28.6158,25.6961,51.6779,50.3621,23.0522,92.0423,61.25,30.9989,13.8507,13.2893
"276",20070302,28.496,24.3227,51.2061,50.1695,23.0071,91.0876,60.28,30.5068,13.5799,13.0071
"277",20070305,28.4746,24.2592,50.6855,48.9974,22.8264,93.6262,59.15,30.4658,13.4365,12.6876
"278",20070306,28.4874,25.2564,51.2467,50.0774,23.3955,95.6419,60.2,30.582,13.6834,12.9253
"279",20070307,28.1753,25.4241,50.9702,49.6755,23.269,94.8823,60.18,30.6549,13.6914,13.0368
"280",20070308,28.295,25.8593,51.1166,49.8597,23.4949,95.8368,60.09,31.2427,13.6754,13.0071
"281",20070309,28.4746,26.0904,51.2061,50.3705,23.6123,95.8706,60.61,31.8853,13.7551,13.0888
"282",20070312,28.4489,26.4712,51.2061,50.27,23.6033,95.9179,61.18,31.4797,13.6993,13.0813
"283",20070313,28.1283,25.4966,50.2462,48.7979,23.0522,92.9716,61.02,30.6184,13.4843,12.9328
"284",20070314,27.9402,26.4304,50.1568,49.1279,23.3142,95.1138,60.5,31.0878,13.532,12.9625
"285",20070315,27.906,26.7114,50.8319,49.7711,23.251,89.9527,61.05,31.0878,13.6516,13.0665
"286",20070316,27.8461,26.2445,50.6042,49.6019,22.989,88.5201,60.47,31.5572,13.5559,12.9625
"287",20070319,27.9274,26.8383,50.7343,50.1604,23.3865,89.2009,62.95,32.3843,13.6675,13.1185
"288",20070320,28.1411,27.5001,51.1085,50.609,23.7026,89.8649,64.22,32.7579,13.8507,13.2225
"289",20070321,28.5559,28.5472,52.5727,51.4722,24.2175,91.1505,64.68,33.487,14.0259,13.4528
"290",20070322,28.6671,28.7103,52.3694,51.2691,24.1452,91.7046,64.2,33.7422,13.9303,13.3339
"291",20070323,28.6927,28.5472,52.2392,51.2606,23.9555,91.3667,64.7,34.2389,14.0896,13.5196
"292",20070326,28.6158,29.2225,52.1172,51.0998,23.7478,90.941,63.59,33.9017,14.1533,13.4825
"293",20070327,28.4318,28.7285,52.1986,50.7021,23.5671,90.8548,62.24,33.2432,14.2409,13.4899
"294",20070328,28.573,28.1936,51.7593,49.9065,23.2781,89.1824,62.03,32.603,14.1852,13.3265
"295",20070329,28.5858,28.9461,52.1254,50.4736,23.3503,89.7314,62.18,33.0268,14.225,13.4602
"296",20070330,28.5431,28.9596,51.7755,49.9235,23.4226,89.8767,62.02,32.922,14.1613,13.3265
"297",20070402,28.2566,29.5897,51.9626,49.5511,23.2419,91.98,62.81,33.1111,14.4958,13.6756
"298",20070403,28.248,29.8254,51.9382,50.1435,23.6936,92.9159,63.96,33.4141,14.5276,13.6385
"299",20070404,28.2865,30.4283,51.8081,50.1096,23.793,94.1829,64.78,33.061,14.3763,13.6979
"300",20070405,28.4703,30.596,51.8162,50.4651,24.0278,93.4548,65,33.6557,14.456,13.7425
"301",20070409,28.5002,30.6232,52.3124,50.3128,23.9013,92.9176,65.03,33.5919,14.456,13.7573
"302",20070410,28.2181,30.4962,52.1335,50.6767,24.1362,92.8348,64.61,33.4939,14.5436,13.8465
"303",20070411,28.154,30.1835,52.1498,50.1689,24.7685,93.1558,63.78,33.4665,14.6152,13.8465
"304",20070412,28.3549,30.877,52.41,50.3551,25.184,93.4767,64.15,33.4301,14.5436,13.7276
"305",20070413,28.419,31.4028,52.41,50.3635,25.446,93.3163,64.11,33.6032,14.6073,13.5716
"306",20070416,28.2908,31.5478,52.5646,51.3876,25.175,94.4414,65.6,34.1319,14.6551,13.7127
"307",20070417,28.496,31.0946,52.7679,52.8771,25.2924,94.1863,66.54,34.2686,14.7348,13.9282
"308",20070418,28.5216,30.6005,53.0852,53.1987,25.1298,94.3518,66.2,33.8402,14.8383,14.0544
"309",20070419,28.6542,30.4509,53.6301,53.4272,24.8769,93.5055,65.34,33.6351,14.902,13.8836
"310",20070420,28.9121,31.1172,54.0776,53.6557,25.2111,93.796,65.6,35.3167,14.9259,14.0025
"311",20070423,28.8261,31.5478,54.224,53.1817,24.9672,92.3668,65.62,38.6387,14.9259,14.0396
"312",20070424,29.1744,30.9042,54.5493,52.894,24.8498,89.7061,64.86,39.0261,14.8782,14.0544
"313",20070425,28.9809,31.7065,54.3614,53.4949,25.3918,89.4324,65.67,38.3972,15.0613,14.2327
"314",20070426,28.6241,31.5206,54.255,53.224,24.4885,87.5318,67,39.2311,14.894,14.0767
"315",20070427,28.8261,31.5705,54.3695,53.1563,24.3078,88.2397,65.93,44.0524,14.7507,14.1733
"316",20070430,29.1012,31.4345,54.8435,52.437,24.091,87.3358,65.16,41.9471,14.7586,14.0025
"317",20070501,29.2561,31.013,55.3747,52.4116,24.1001,86.2935,66.56,41.8696,14.8303,14.3516
"318",20070502,29.2131,31.7065,55.963,52.7586,24.5337,87.0301,78.2,41.6463,14.9259,14.3813
"319",20070503,28.9767,32.5224,55.3583,52.7586,24.5969,87.89,79.1,41.3957,15.0295,14.5744
"320",20070504,29.2732,32.7263,55.3011,52.8686,24.2627,86.8527,78.34,41.0585,14.9658,14.5299
"321",20070507,29.0024,33.506,55.2276,53.131,24.1181,85.8289,76.67,40.5982,15.0534,14.5224
"322",20070508,29.0153,33.3519,54.9334,53.114,23.8923,85.7107,77.72,40.3886,14.8936,14.7601
"323",20070509,29.1744,33.8142,54.917,53.3341,23.7388,85.5384,77.67,41.1223,14.8537,14.8641
"324",20070510,28.8649,32.7263,54.4022,52.547,23.4858,84.0635,80.5,40.6711,14.6541,14.671
"325",20070511,28.7746,33.3247,54.3041,52.8517,23.8291,90.7771,81.61,41.7329,14.662,14.7527
"326",20070514,28.4307,33.7462,54.1243,52.2677,23.9917,89.4374,82.61,41.0084,14.8058,14.7002
"327",20070515,28.5296,33.8142,53.7402,52.437,24.0368,88.211,81.11,40.302,14.7659,14.7002
"328",20070516,29.0024,33.5849,55.0232,53.4949,24.5427,87.8579,82.42,40.6354,14.6061,14.6178
"329",20070517,28.9723,33.3261,54.8761,53.5964,24.2988,88.4863,81.35,40.439,14.7978,14.6253
"330",20070518,28.9121,33.4442,54.7618,53.6218,24.8498,87.7633,81.9,39.85,14.9656,14.6478
"331",20070521,28.7832,33.6394,55.1948,53.4187,24.8498,87.003,81.8,40.1285,15.0774,14.6478
"332",20070522,28.766,33.6121,54.8353,53.6557,24.7143,88.211,82.01,40.0189,15.0215,14.5953
"333",20070523,28.7273,33.4169,54.68,53.6472,24.6601,87.7869,80.71,39.9002,14.6781,14.408
"334",20070524,28.5854,32.1456,53.9772,52.9702,24.2265,86.6415,82.3,39.3294,14.3745,14.0484
"335",20070525,28.637,35.392,54.443,52.9278,24.6059,86.6922,86.28,40.06,14.2627,14.0184
"336",20070529,28.723,35.4374,54.6147,53.131,24.4433,88.8698,85.65,40.3797,14.3666,14.2207
"337",20070530,28.7617,36.8993,54.6964,53.351,24.7866,88.8664,85.99,41.0372,14.5103,14.2731
"338",20070531,28.7918,40.2183,54.7863,53.2494,24.7775,89.8328,86.55,43.0281,14.5742,14.2057
"339",20070601,28.9552,40.6179,54.6392,53.8757,24.6872,90.7146,87.76,42.9459,14.5583,14.0109
"340",20070604,28.8992,39.9505,54.5329,53.6895,24.4343,90.397,87.6,43.2016,14.5103,13.9884
"341",20070605,28.7445,39.2694,54.2388,53.2664,24.5066,91.1285,86.33,46.1241,14.3027,13.7337
"342",20070606,28.564,38.2297,53.4869,52.9532,24.2265,91.7293,84.79,43.6628,14.2388,13.464
"343",20070607,28.4479,37.5078,52.7432,52.3608,23.6936,90.9966,83.01,42.6765,13.7517,13.0893
"344",20070608,28.6886,38.4022,53.1927,52.8009,23.793,93.0474,84.6,42.8637,13.8475,13.1418
"345",20070611,28.8864,36.241,52.9475,53.2918,23.8562,94.6058,84.48,43.6309,13.9274,13.3216
"346",20070612,29.0153,35.4147,52.2938,52.2677,23.6394,92.8748,82.62,43.5532,13.7117,13.1343
"347",20070613,29.0325,35.2058,53.3071,52.6702,24.2356,93.0135,83.43,44.0555,13.9514,13.4115
"348",20070614,28.7058,34.6655,53.0129,52.6103,24.8498,92.7716,83.97,44.5807,14.0072,13.4265
"349",20070615,28.6285,36.6905,52.6206,53.0807,25.2834,93.0237,85.05,44.4665,14.1031,13.5314
"350",20070618,28.478,35.3057,52.7677,52.9011,25.2924,92.3283,85.7,44.0875,13.8235,13.374
"351",20070619,28.2502,35.2694,52.4245,53.2517,25.4099,92.3875,85.87,46.1834,13.8634,13.419
"352",20070620,28.551,34.7245,52.0077,52.4051,25.4641,92.1844,84.57,47.494,13.4722,12.962
"353",20070621,28.4995,35.4555,51.877,52.2341,25.6357,92.8951,83.5,47.1469,13.568,12.9769
"354",20070622,28.117,35.9186,50.9944,51.4216,25.1931,91.7953,79.68,46.7542,13.3604,12.6997
"355",20070625,28.1212,35.4192,50.9535,51.1138,25.0034,90.2318,80.53,45.7816,13.4722,12.6847
"356",20070626,27.7945,34.5157,51.0924,51.1223,25.1208,90.1083,81.01,44.9825,13.5121,12.6698
"357",20070627,27.7,34.7291,50.5531,51.6098,25.2292,91.7022,82.25,46.3889,13.7038,12.932
"358",20070628,28.104,34.7745,50.2588,51.4986,25.3828,91.3942,82.27,47.0693,13.6399,12.9694
"359",20070629,27.8676,35.233,50.6594,50.8316,25.3828,90.4128,85.29,46.1469,13.7517,13.0219
"360",20070702,28.0008,36.686,50.7656,51.9946,25.6899,90.1015,85.96,47.9369,13.9593,13.1867
"361",20070703,28.19,36.4862,50.741,52.1229,25.8254,91.2622,84.13,48.6903,14.0551,13.2691
"362",20070705,28.3921,37.8846,50.978,52.1485,25.726,93.6515,82.68,48.0373,14.0232,13.2092
"363",20070706,28.3749,38.2024,50.9372,52.063,25.7983,97.4942,85.25,48.5762,13.9673,13.3141
"364",20070709,28.4393,38.2115,51.1333,51.319,25.5634,96.6549,85.65,53.7087,14.0472,13.2017
"365",20070710,28.2674,38.1706,51.0924,50.156,24.9492,95.0474,85.2,51.042,13.7517,13.0219
"366",20070711,28.7316,38.7881,51.4602,50.3185,25.0576,98.5111,85.15,52.2338,13.7517,12.947
"367",20070712,29.3463,38.8789,51.5828,51.4986,25.0305,99.3301,89.9,52.6265,13.9114,13.1193
"368",20070713,29.4022,39.2876,51.4438,51.5328,25.2653,98.8191,90.74,54.1425,14.095,13.389
"369",20070716,29.3119,38.6156,51.5092,51.9775,24.9763,98.7683,88.84,53.905,13.8235,13.0743
"370",20070717,29.2775,38.7246,51.2967,52.1913,25.455,98.3098,86.2,54.4667,13.9433,12.8421
"371",20070718,29.1271,39.0833,51.1415,49.9764,26.2138,97.7344,86.6,54.1333,14.1031,12.8346
"372",20070719,29.5852,38.7654,51.1333,48.7107,26.1867,96.8647,87.67,54.526,14.2787,13.1493
"373",20070720,29.2092,38.0117,52.1712,48.1463,25.8344,95.2454,85.72,52.8959,14.0232,12.902
"374",20070723,29.6587,37.989,52.972,48.0694,26.0422,94.3723,86.78,52.3297,13.9913,12.8646
"375",20070724,29.4081,36.7132,53.4869,46.6412,25.5544,92.9205,82.07,51.0922,13.6958,12.7222
"376",20070725,30.1125,35.8233,53.1336,47.0945,25.726,92.6481,79.84,50.2566,13.584,12.7821
"377",20070726,29.7711,34.3568,51.9989,45.8031,24.8046,91.5262,78.25,53.1014,13.1288,12.5873
"378",20070727,29.6155,31.5417,51.0369,45.3841,24.1362,94.3977,81.49,53.1379,12.8173,12.3551
"379",20070730,29.1142,32.2591,50.782,46.0084,24.5788,96.3283,87.38,54.526,12.9771,12.4525
"380",20070731,28.5654,31.3828,49.713,44.9565,23.7478,93.313,87.83,54.2795,12.8972,12.3326
"381",20070801,29.1315,30.443,50.7243,44.8453,23.5852,94.841,98.9,54.8137,12.985,12.7821
"382",20070802,29.0623,31.4373,46.9667,45.2045,23.3052,94.0203,100.08,57.0786,13.0569,12.5873
"383",20070803,28.5956,30.8743,47.1229,43.0067,23.1064,94.4772,97.98,54.8137,12.6337,11.9954
"384",20070806,29.2654,30.8425,48.4138,45.9913,23.3774,96.374,99.27,56.9781,12.8014,12.2951
"385",20070807,29.7192,29.5168,48.644,46.4274,23.4045,97.8038,108.34,56.9188,13.0968,12.5798
"386",20070808,29.4815,30.9833,49.1128,48.0351,23.1606,99.1829,107.27,54.7407,13.2331,12.385
"387",20070809,28.7901,28.754,48.5125,45.7005,22.7,101.18,104.08,49.8273,12.6162,12.1378
"388",20070810,28.9499,30.5565,48.9647,45.9143,23.0251,100.339,101.65,52.4347,12.44,12.0928
"389",20070813,28.6302,31.0864,48.8003,45.4953,23.2781,98.4654,102.12,54.4119,12.7685,12.0778
"390",20070814,28.3363,30.254,48.6358,44.8111,23.0793,95.638,96.2,51.1744,12.5762,11.7977
"391",20070815,28.0381,28.5482,47.3203,44.1869,22.6729,91.2081,95.15,49.3255,12.3439,11.4721
"392",20070816,28.2801,27.5748,48.5125,47.8299,22.5193,89.9171,96.08,48.0212,12.4561,11.7295
"393",20070817,29.0969,28.5073,48.644,50.0277,22.7903,91.7868,99.97,48.3279,12.7765,12.093
"394",20070820,28.7943,29.0759,49.0799,49.2837,22.2031,91.0558,101.13,49.1699,12.6082,12.6458
"395",20070821,28.695,30.3404,48.6687,50.1303,22.158,93.6751,99.61,50.7809,12.6403,12.7139
"396",20070822,28.8419,32.3828,49.417,50.404,22.5825,92.3503,102,52.8403,12.9127,12.7669
"397",20070823,28.8074,31.9507,50.1571,49.7284,22.989,93.9527,101.2,51.568,13.0969,12.9335
"398",20070824,29.1444,33.4336,50.4283,50.1902,22.989,94.6566,103,53.3483,13.2331,12.9184
"399",20070827,28.6302,33.0424,49.8199,49.3607,23.3594,94.5872,99.69,52.5382,12.8005,12.4489
"400",20070828,28.2628,31.8597,49.0059,47.7786,22.5103,93.9527,97.24,50.0852,12.5922,12.2747
"401",20070829,28.7295,33.1925,49.3594,48.2489,23.2148,94.7496,100.75,51.0372,13.0008,12.4792
"402",20070830,28.5092,33.0015,48.8414,47.2056,23.0613,93.6413,99.99,51.0829,12.9127,12.2899
"403",20070831,28.6604,34.5208,49.1292,47.7529,23.5581,93.7615,103.91,54.1812,13.0889,12.2899
"404",20070904,28.4573,35.7444,49.6472,48.266,23.4226,95.4891,108.03,55.5633,13.193,12.3656
"405",20070905,28.2758,34.5753,48.8907,46.9747,23.26,95.9831,105.69,54.0302,13.0408,12.2899
"406",20070906,28.4962,34.8665,48.8085,46.8636,23.1877,94.301,105.13,54.2041,12.9286,12.3883
"407",20070907,28.293,33.893,48.8825,46.4958,22.5825,92.4708,101.72,52.3323,12.7124,12.1384
"408",20070910,28.8419,32.7058,49.5732,45.7262,22.6909,91.5489,100.47,51.5406,12.7363,12.093
"409",20070911,29.1098,32.7968,49.7459,46.684,23.0071,92.6623,103.35,53.6183,12.7685,12.2596
"410",20070912,29.4253,33.8066,49.6719,46.1222,22.7903,92.0624,103.72,52.9364,12.8405,12.2672
"411",20070913,29.1703,35.0257,49.6801,46.252,22.7903,93.0368,105.68,54.8356,12.9286,12.1611
"412",20070914,29.3691,35.6807,49.6883,46.4597,22.7361,92.4437,105.53,54.7807,13.0247,12.2293
"413",20070917,29.4729,35.799,49.8282,46.1482,22.4832,91.5116,108.74,55.6686,12.9207,12.1763
"414",20070918,29.8618,37.664,50.2392,47.9135,22.5464,93.1537,111.82,61.5082,13.1128,12.305
"415",20070919,30.1773,38.4145,50.1159,48.225,21.9412,93.1503,112.96,60.2634,13.3772,12.5398
"416",20070920,30.2204,38.3281,50.009,47.2212,21.4353,91.7472,110.83,59.6135,13.225,12.358
"417",20070921,30.1686,39.2833,50.2639,46.3991,21.5528,91.7946,114.06,60.2222,13.2811,12.5549
"418",20070924,30.1038,38.46,50.2146,45.5684,21.4082,91.2828,114.49,58.8218,13.2891,12.4337
"419",20070925,30.5749,38.5601,50.0419,45.2482,21.7605,93.635,114.69,61.3068,13.4814,12.3732
"420",20070926,30.9335,39.4016,50.6093,45.3694,21.9592,98.7936,116.8,60.0574,13.4734,12.4792
"421",20070927,30.9508,40.5115,50.3543,45.0665,21.896,99.4799,119.2,59.8423,13.5695,12.3656
"422",20070928,30.8038,39.9156,50.0748,44.3916,21.8238,99.2494,118.1,58.4557,13.4413,12.146
"423",20071001,30.9465,41.7351,50.3379,45.9924,21.9773,103.254,122.16,60.689,13.5935,12.411
"424",20071002,31.2447,41.1028,50.083,46.3732,21.6792,102.098,124.36,61.7004,13.5294,12.4565
"425",20071003,30.8644,40.2568,50.1571,46.3905,21.4986,103.459,126.06,60.9636,13.5535,12.464
"426",20071004,30.9854,40.0566,50.6421,46.6328,21.6431,102.335,123.74,62.4876,13.5134,12.464
"427",20071005,31.1539,41.9762,50.4613,46.9616,21.8689,106.098,127.44,63.412,13.4974,12.7669
"428",20071008,31.1107,42.2582,50.675,46.4857,21.4895,105.723,129.64,62.5196,13.3932,12.8805
"429",20071009,31.4953,43.9095,51.2835,46.9962,21.5618,106.67,129.55,63.92,13.4573,12.9941
"430",20071010,31.4867,45.4788,51.5631,46.503,21.4173,105.962,132.02,63.499,13.3451,12.8502
"431",20071011,31.7675,45.0648,51.5138,46.2088,21.4173,105.028,128.81,62.5882,13.2651,12.7139
"432",20071012,32.1003,47.0208,51.4561,45.5598,21.6792,106.733,122.33,64.0024,13.2411,12.7972
"433",20071015,31.8021,45.729,51.0204,44.9454,21.5889,105.509,122.01,64.1946,13.0247,12.6079
"434",20071016,31.6638,44.7874,51.1272,43.232,21.8599,105.177,122.91,62.5745,12.9927,12.464
"435",20071017,31.4737,44.3507,50.8065,42.3667,21.7515,105.02,122.99,62.9681,12.9366,12.4035
"436",20071018,31.5126,44.9466,50.971,40.9302,21.7605,105.493,126.07,63.1054,13.0328,12.3807
"437",20071019,31.0589,44.3871,50.0172,40.3678,21.2185,104.264,123.09,59.6089,12.8726,12.1006
"438",20071022,31.4521,43.4,50.7737,40.2985,21.3811,104.782,125.59,61.2061,12.9767,12.2217
"439",20071023,31.6207,44.2097,50.6257,40.1428,21.3089,107.646,127.2,61.705,12.9847,12.146
"440",20071024,32.0549,44.5235,50.823,39.814,21.5347,110.563,123.65,61.0048,13.1449,12.1384
"441",20071025,31.9723,43.6229,50.56,39.7447,19.1951,114.33,128.5,50.877,13.2891,12.3505
"442",20071026,32.1374,44.9238,50.8559,40.835,19.1771,112.139,134.27,53.6046,13.3853,12.4262
"443",20071029,32.2676,46.0883,50.7234,40.6966,18.879,111.354,134.18,54.648,13.3853,12.4413
"444",20071030,32.7714,43.4318,50.5,40.6706,18.8609,110.937,133.75,54.3185,13.3692,12.5625
"445",20071031,33.1101,43.5501,51.7331,40.3937,18.9964,112.561,138.74,54.6846,13.5134,12.6836
"446",20071101,32.3458,40.648,51.6172,38.3948,18.6351,110.195,135.11,55.7006,13.4333,12.6458
"447",20071102,32.4543,40.325,52.2048,38.6371,18.5538,109.856,131.69,55.5175,13.257,12.9335
"448",20071105,32.7802,38.4918,51.8903,38.5765,18.4725,110.968,131.05,55.8654,13.2891,13.35
"449",20071106,32.767,40.5024,52.6186,38.6804,18.6712,113.422,131.76,58.4602,13.3212,13.774
"450",20071107,32.6585,38.4236,52.8503,36.5257,18.1383,111.661,131.39,57.3207,12.9997,13.6832
"451",20071108,32.9711,38.2508,53.1896,37.642,17.9305,111.348,127.03,57.1056,13.2086,14.0088
"452",20071109,33.2448,36.8042,53.231,38.9746,17.5421,108.802,121.68,55.4169,13.2086,13.8573
"453",20071112,33.3707,34.8073,54.2324,39.4592,17.1356,106.636,117.38,52.0303,13.1041,13.403
"454",20071113,33.6834,35.6761,54.6049,41.3196,17.9757,109.302,126.14,54.291,13.2648,13.5696
"455",20071114,33.931,36.4722,54.58,40.1168,17.7137,110.322,129.45,54.9192,13.2567,13.6919
"456",20071115,33.8572,35.5078,54.5386,38.7929,17.786,109.939,129.38,51.6814,13.1523,13.6155
"457",20071116,34.2524,36.2902,54.7289,37.7112,17.9847,110.304,124.72,51.5621,13.3532,13.5008
"458",20071119,33.6357,33.9931,54.2655,37.2007,17.4789,110.931,121.59,48.5674,13.6264,13.432
"459",20071120,34.248,34.9204,55.1841,36.7766,17.4879,109.373,125.4,49.6726,13.7951,13.562
"460",20071121,33.8572,34.647,53.9096,36.2747,17.3343,106.472,123.46,49.1086,13.763,13.3632
"461",20071123,34.2957,36.6791,53.8517,37.2872,17.6505,107.906,125.17,48.8196,13.8433,13.3708
"462",20071126,34.0048,36.547,53.2228,35.3748,17.3253,105.93,126.04,48.439,13.7227,13.325
"463",20071127,34.3262,38.1873,52.9662,36.6988,17.5782,105.379,127.73,49.879,13.7469,13.2715
"464",20071128,34.6562,39.855,53.9179,39.1736,18.0389,110.488,134.75,52.328,13.9719,13.4549
"465",20071129,34.7909,40.2514,54.2242,38.5246,18.328,111.683,134.39,53.0022,13.9477,13.4473
"466",20071130,34.7778,41.0168,53.6614,39.6322,18.5267,111.187,133.02,53.4975,13.9719,13.6078
"467",20071203,34.7604,40.7389,53.5372,39.7361,19.0055,112.185,132.86,54.0249,13.9719,13.6996
"468",20071204,34.3088,41.1216,53.4379,38.7583,18.7435,114.401,137.52,53.9103,14.0924,13.7913
"469",20071205,34.3783,41.8962,53.6366,39.3899,16.3949,118.438,138.51,55.9098,14.2691,13.9442
"470",20071206,34.5086,43.7188,53.6779,40.0476,16.5304,118.187,149.4,58.3451,14.3334,13.8219
"471",20071207,34.6476,44.7713,54.0503,39.3899,16.5214,119.909,145.99,57.1939,14.3414,13.8601
"472",20071210,34.2654,44.8761,53.8765,40.7139,16.5756,118.983,149.81,56.7858,14.3575,13.9595
"473",20071211,34.3913,43.8236,53.86,38.1871,16.0968,115.527,145.56,54.2634,14.261,13.7607
"474",20071212,34.6867,45.4594,54.3566,37.4424,15.9162,116.808,145.2,57.249,14.1325,13.7989
"475",20071213,34.9385,44.6027,54.4227,37.0297,16.3317,119.212,142.86,56.9371,14.2691,14.0283
"476",20071214,35.0471,43.7006,54.4641,36.213,16.4039,118.827,141.5,55.9511,14.0924,13.9901
"477",20071217,34.3522,42.8121,53.9096,35.9935,16.3407,117.734,135.61,53.1856,13.8995,13.8677
"478",20071218,33.7747,43.2814,53.9924,36.2043,16.3227,117.008,144.94,53.3186,13.9397,13.8983
"479",20071219,33.8354,43.6505,53.6862,36.8716,16.2865,117.507,140.6,52.1446,14.0521,13.8448
"480",20071220,34.0179,44.9536,53.9428,36.775,16.3588,119.154,143.01,54.7404,14.1084,13.1874
"481",20071221,34.1829,46.2385,54.5386,38.742,16.6207,120.115,145.1,56.7858,14.2691,13.302
"482",20071224,34.1872,46.7124,54.8118,39.1108,16.5304,117.246,148.45,57.5471,14.2691,13.5696
"483",20071226,34.2697,47.5371,54.8034,39.2864,16.7562,116.826,152.52,59.3678,14.3254,13.4702
"484",20071227,34.1047,45.7191,54.34,38.4083,16.684,115.34,150.74,58.7028,14.1405,13.3861
"485",20071228,34.1655,47.7512,54.2324,38.742,16.6027,115.131,151.53,59.0376,14.1726,13.3785
"486",20071231,33.8832,45.792,53.8104,38.2063,16.5123,116.043,147.25,58.4551,13.9477,13.0727
"487",20080102,33.5706,43.9466,52.9082,37.5829,15.9975,114.319,146.5,56.6941,13.7469,12.9198
"488",20080103,33.8094,45.8558,52.5358,36.3887,15.6813,110.362,141.61,57.492,13.6986,12.721
"489",20080104,34.1872,43.5776,52.5441,35.1154,15.2116,106.157,127.13,54.2359,13.6585,12.6599
"490",20080107,34.7083,41.0032,52.7427,35.6335,15.3381,104.013,123.32,52.7683,13.6986,12.6599
"491",20080108,34.7257,40.584,52.2627,34.1495,15.0038,101.211,118.7,49.8607,13.6344,12.7822
"492",20080109,35.1947,40.4974,51.9068,35.493,15.3832,101.686,118.7,47.6043,13.5781,12.958
"493",20080110,35.173,41.395,52.0558,36.6697,15.5368,104.077,123.03,48.3289,13.6746,12.958
"494",20080111,34.4695,40.7571,50.8641,37.1965,15.4464,105.188,116.8,45.4671,13.5942,12.8663
"495",20080114,34.4782,43.2586,51.311,36.5906,15.9884,105.714,116.92,47.4208,13.6424,12.8051
"496",20080115,34.1611,41.7185,50.9054,35.133,16.0065,101.805,116.19,43.9537,13.53,12.5758
"497",20080116,34.1699,39.4221,51.6999,37.1877,16.431,98.1893,118.05,42.1926,13.4737,12.6369
"498",20080117,33.5227,38.9847,51.1537,33.1485,15.7445,92.6613,120.02,39.6152,12.9113,12.2241
"499",20080118,33.4446,41.8962,50.202,32.0772,15.3832,95.4915,122.06,39.3584,12.6381,12.14
"500",20080122,32.4978,41.673,49.3909,32.8762,15.058,98.7408,123.63,39.1474,12.3167,11.8266
"501",20080123,32.7855,40.9166,50.6821,34.8959,15.6181,102.823,126.54,41.6515,12.7827,12.1171
"502",20080124,32.5237,43.3406,49.9407,36.2657,15.7536,107.958,132.9,42.4036,12.4212,11.7731
"503",20080125,32.1703,43.7051,49.6576,35.0013,15.5729,106.855,129.37,44.981,12.2203,11.7272
"504",20080128,32.3884,45.0402,50.3073,36.1867,15.9884,105.368,125,46.3569,12.3891,12.0789
"505",20080129,32.2969,44.7075,50.474,36.3096,16.2414,104.729,119.22,44.2381,12.3811,12.0712
"506",20080130,32.0525,44.384,49.7492,37.135,15.9162,101.047,115.22,44.3206,12.3971,12.0636
"507",20080131,33.4052,46.4709,51.107,38.2063,16.4039,104.647,120.01,44.0179,12.598,12.2318
